REPORT_RECEIVED_DATE,IYEAR,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,FLOW_CONT_KEY_CRIT_IND,FLOW_CONT_SERVICE_VALVE_IND,FLOW_CONT_METER_REG_IND,FLOW_CONT_SQUEEZE_OFF_IND,FLOW_CONT_STOPPLE_FITNG_IND,FLOW_CONT_OTHER_IND,FLOW_CONT_OTHER_DETAIL,NRC_RPT_DATETIME,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,NUM_EMP_FATALITIES,NUM_CONTR_FATALITIES,NUM_ER_FATALITIES,NUM_WORKER_FATALITIES,NUM_GP_FATALITIES,FATAL,INJURY_IND,NUM_EMP_INJURIES,NUM_CONTR_INJURIES,NUM_ER_INJURIES,NUM_WORKER_INJURIES,NUM_GP_INJURIES,INJURE,IGNITE_IND,IGNITE_DATETIME,HOW_EXTINGUISHED,GAS_CONSUMED_BY_FIRE_IN_MCF,EXPLODE_IND,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,COMMUNICATION_STATE_FED_IND,PARTY_INITIATED_COMMUNICATION,INITIAL_RESPONDER_COM_DATETIME,ON_SITE_DATETIME,FEDERAL,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,INCIDENT_AREA_DETAILS,DEPTH_OF_COVER,OTHER_UNDERGROUND_FACILITIES,CROSSING,BRIDGE_CROSSING_IND,BRIDGE_TYPE,WATER_CROSSING_IND,WATER_TYPE,WATER_NAME,WATER_DEPTH,PIPE_FACILITY_TYPE,PIPE_TYPE_OTHER,SYSTEM_PART_INVOLVED,SYSTEM_PART_DETAILS,INSTALLATION_YEAR,MANUFACTURED_YEAR,CUSTOMER_TYPE,WAS_EFV_INSTALLED_BEFORE_IND,EVF_ACTIVATION_IND,CURB_VALVE_INST_BEFORE_INC_IND,PIPE_DIAMETER,PIPE_SPECIFICATION,PIPE_MANUFACTURER,MATERIAL_INVOLVED,MATERIAL_DETAILS,STEEL_SEAM_TYPE,STEEL_SEAM_TYPE_DETAILS,WT_STEEL,PLASTIC_TYPE,PLASTIC_SDR,WT_PLASTIC,WT_PLASTIC_UNKNOWN_IND,MATERIAL_PE_PIPE_CODE,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,RUPTURE_ORIENT,RUPTURE_DETAILS,RUPTURE_LENGTH,RUPTURE_WIDTH,RELEASE_TYPE_DETAILS,CLASS_LOCATION_TYPE,EST_COST_OPER_PAID,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_OTHER,EST_COST_OTHER_DETAILS,GAS_COST_IN_MCF,EST_COST_UNINTENTIONAL_RELEASE,EST_COST_INTENTIONAL_RELEASE,PRPTY,COMMERCIAL_AFFECTED,INDUSTRIAL_AFFECTED,RESIDENCES_AFFECTED,NUM_PERSONS_HOSP_NOT_OVNGHT,NUM_INJURED_TREATED_BY_EMT,NUM_RESIDENT_BUILDING_AFFCTD,NUM_BUSINESS_BUILDING_AFFCTD,ACCIDENT_PSIG,NORMAL_PSIG,MOP_PSIG,MOP_CFR_SECTION,MAOP_ESTABLISHED_DATE,ACCIDENT_PRESSURE,GAS_ODORIZED_SYSTEM_TYPE,GAS_ODORIZED_LEVEL,GAS_ODORIZED_LVL_NOT_MSRD_IND,SCADA_IN_PLACE_IND,SCADA_OPERATING_IND,SCADA_FUNCTIONAL_IND,SCADA_DETECTION_IND,SCADA_CONF_IND,ACCIDENT_IDENTIFIER,ACCIDENT_DETAILS,OPERATOR_TYPE,INVEST_SCHEDULE_IND,INVEST_NO_CONTROL_ROOM_IND,INVEST_NO_CONTROLLER_IND,EMPLOYEE_DRUG_TEST_IND,NUM_EMPLOYEES_TESTED,NUM_EMPLOYEES_FAILED,CONTRACTOR_DRUG_TEST_IND,CAUSE,CAUSE_DETAILS,NATURAL_FORCE_TYPE,EARTH_SUBTYPE,HEAVY_RAINS_SUBTYPE,LIGHTNING_SUBTYPE,TEMPERATURE_SUBTYPE,NF_OTHER_DETAILS,NF_EXTREME_WEATHER_IND,NF_HURRICANE_IND,NF_TROPICAL_STORM_IND,NF_TORNADO_IND,NF_OTHER_IND,NF_EXTREME_WEATHER_DETAILS,NF_HEAVY_RAINS_IND,NF_HIGH_WINDS_IND,NF_VEGITATION_ROOT_IND
02-08-2018,2018,01-09-2018 05:30,34.44606,-119.65253,,,,,,,,01-09-2018 17:38,NATURAL GAS,327,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,0,01-09-2018 05:30,,,,01-09-2018 06:30,NO,PUBLIC PROPERTY,UNDERGROUND,UNDER SOIL,,36,,NO,,,,,,,INVESTOR OWNED,,MAIN,,1939,,,,,,2,UNKNOWN,UNKNOWN,STEEL,,OTHER,UNKNOWN,UNKNOWN,,,,,,OTHER,,,,,,,,,"PIPE SEVERED DUE TO MUDSLIDE, HEAVY RAIN WEATHER, DEBRIS.",CLASS 3 LOCATION,214956,3733687,2155021,0,,,1962,,6105626,0,0,6,,,,,44.5,45,50,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM PUBLIC,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,HEAVY RAINS/FLOODS,,MUDSLIDE,,,,NO,,,,,,,,
1/26/2018,2017,12/31/2017 18:20,42.2893068,-71.117988,,,,,,,,12/31/2017 20:35,NATURAL GAS,31963,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,20,12/31/2017 18:20,,,,12/31/2017 18:20,NO,PUBLIC PROPERTY,UNDERGROUND,UNDER PAVEMENT,,84,,NO,,,,,,,INVESTOR OWNED,,MAIN,,1934,,,,,,10,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,0,520000,417922,0,,,159643,,1097565,0,0,3,,,,,9.9,15,22,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",,OPERATOR EMPLOYEE,,,,NO,,,NO,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,,,,,",,,CIRCUMFERENTIAL BREAK FOUND UPON EXCAVATION OF MAIN.  AT THE TIME, SEVERE COLD TEMPERATURE SNAP WAS UNDERWAY FOR SEVERAL DAYS.  SUSPECTED THERMAL STRESS OR FROST HEAVE.",NO,,,,,,,,
9/18/2017,2017,8/22/2017 21:15,35.61239,-95.5809,,,,,,,,8/22/2017 22:54,NATURAL GAS,4441,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,0,8/22/2017 21:15,,,,8/22/2017 21:49,NO,UTILITY RIGHT-OF-WAY / EASEMENT,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,PRIVATELY OWNED,,SERVICE,,UNKNOWN,,,,,,1.31,UNKNOWN,UNKNOWN,STEEL,,OTHER,UNKNOWN,UNKNOWN,,,,,,LEAK,,,PINHOLE,,,,,,,CLASS 1 LOCATION,0,0,500,0,,,11039,,11539,0,0,1,,,,,555,555,850,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,OTHER,NOTIFICATION FROM THIRD PARTY - LOCAL DISTRIBUTION COMPANY,,,,,NO,,,NO,NATURAL FORCE DAMAGE,LIGHTNING,LIGHTNING,,,DIRECT HIT,,,NO,,,,,,,,
08-04-2017,2017,7/22/2017 23:50,38.96345,-94.63854,,,,,,,,7/27/2017 15:45,NATURAL GAS,10,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,0,7/23/2017 1:09,,,,7/23/2017 1:38,NO,PUBLIC PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,INVESTOR OWNED,,OUTSIDE METER/REGULATOR SET,,1994,,,,,,,,,OTHER,ALUMINUM METER,,,,,,,,,MECHANICAL PUNCTURE,1,1,,,,,,,,CLASS 3 LOCATION,450000,500,100,0,,,50,,450650,0,0,1,,,,,0.5,0.5,2,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,LIGHTNING,LIGHTNING,,,DIRECT HIT,,,NO,,,,,,,,
6/22/2017,2017,5/23/2017 6:55,39.822591,-104.924223,,,,,,,,5/25/2017 22:21,NATURAL GAS,1,,NO,,,,,,0,YES,0,0,0,0,2,2,YES,,,,YES,2,5/23/2017 6:55,,,,5/23/2017 7:25,NO,UTILITY RIGHT-OF-WAY / EASEMENT,UNDERGROUND,UNDER SOIL,,47,,NO,,,,,,,INVESTOR OWNED,,MAIN,,1959,,,,,,2.38,UNKNOWN,UNKNOWN,STEEL,,OTHER,UNKNOWN,0.154,,,,,,LEAK,,,CONNECTION FAILURE,,,,,,,CLASS 3 LOCATION,100000,4000,5000,0,,,4,,109004,1,0,12,,,,,14,14,15,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,,,,,TREE ROOT GROWTH,NO,,,,,,,,
10-05-2018,2017,1/18/2017 15:21,46.6016247,-120.5304217,,,,,,,,10-05-2018 09:02,NATURAL GAS,239.6,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,2,1/18/2017 15:21,,,,1/18/2017 15:40,NO,UTILITY RIGHT-OF-WAY / EASEMENT,UNDERGROUND,UNDER PAVEMENT,,,,NO,,,,,,,PRIVATELY OWNED,,MAIN,,UNKNOWN,,,,,,2,UNKNOWN,UNKNOWN,STEEL,,OTHER,UNKNOWN,UNKNOWN,,,,,,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,0,39381,18307,15299,OVERHEAD RATE APPLIED,,1763,,74750,0,0,3,,,,,54,54,60,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM PUBLIC,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROST HEAVE,,NO,,,,,,,,
11/25/2016,2016,11-05-2016 20:11,34.246887,-111.321156,,,,,,,,11-05-2016 22:11,PROPANE GAS,32.2,,NO,,,,,,0,YES,0,0,0,0,1,1,YES,,,,YES,10,11-05-2016 20:11,,,,11-05-2016 17:50,NO,PRIVATE PROPERTY,UNDERGROUND,UNDER PAVEMENT,,48,,NO,,,,,,,INVESTOR OWNED,,MAIN,,1974,,,,,,1.5,ASTM D2513,DUPONT - ALDYL-A PIPE,PLASTIC,,,,,POLYETHYLENE (PE),11,,,2406,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,650000,20000,30000,0,,,1000,,701000,1,0,3,,,,,27,27.5,30,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,,,,,",,,,,,,,,,,,TREE ROOT ENCROACHING ON ALDYL-A PIPE CAUSING IT TO FAIL",NO,,,,,,,,
10/28/2016,2016,6/23/2016 21:00,37.79479,-80.30133,,,,,,,,6/24/2016 8:35,,50,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,0,6/23/2016 21:00,,,,6/23/2016 21:00,NO,PRIVATE PROPERTY,ABOVEGROUND,OTHER,SEE NARRATIVE.,,,NO,,,,,,,PRIVATELY OWNED,,OTHER,SEE NARRATIVE.,UNKNOWN,,,,,,,,,OTHER,SEE NARRATIVE.,,,,,,,,,OTHER,,,,,,,,,SEE NARRATIVE.,CLASS 2 LOCATION,0,567000,201000,0,SEE NARRATIVE.,,200,,768200,169,0,1308,,,,,32,32,36,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",,OPERATOR EMPLOYEE,,,,NO,,,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,HEAVY RAINS/FLOODS,,OTHER,,,SEE NARRATIVE.,YES,,,,YES,SEE NARRATIVE.,,,
10/28/2016,2016,6/23/2016 21:00,38.45693,-81.49815,,,,,,,,6/24/2016 9:00,,74,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,0,6/23/2016 21:00,,,,6/23/2016 21:00,NO,PRIVATE PROPERTY,UNDERGROUND,UNDER PAVEMENT,,,,YES,,,YES,UNCASED,LITTLE SANDY CREEK,UNKNOWN,PRIVATELY OWNED,,MAIN,,1989,,,,,,2,UNKNOWN,UNKNOWN,PLASTIC,,,,,POLYETHYLENE (PE),,,UNKNOWN,UNKNOWN,OTHER,,,,,,,,,SEE NARRATIVE.,CLASS 2 LOCATION,0,47000,500,0,SEE NARRATIVE.,,300,,47800,27,0,0,,,,,15,15,30,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",,OPERATOR EMPLOYEE,,,,NO,,,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,HEAVY RAINS/FLOODS,,WASHOUTS/SCOURING,,,,YES,,,,YES,CATASTROPHIC RAINFALL EVENT,,,
4/13/2016,2016,3/13/2016 17:16,37.860282,-122.124958,,,,,,,,3/14/2016 16:03,NATURAL GAS,5200,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,19,3/13/2016 17:16,,,,3/13/2016 18:35,NO,PUBLIC PROPERTY,UNDERGROUND,UNDER PAVEMENT,,,,NO,,,,,,,PRIVATELY OWNED,,MAIN,,1954,,,,,,4,UNKNOWN,UNKNOWN,STEEL,,OTHER,UNKNOWN,UNKNOWN,,,,,,OTHER,,,,,,,,,"TRAFFIC LIGHT FELL INTO A SINKHOLE AND SEVERED THE 4"" GAS LINE.",CLASS 3 LOCATION,0,10000,0,100000,COSTS ASSOCIATED WITH RELIGHT,,14000,,124000,19,0,2584,,,,,57,57,60,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,YES,YES,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)",,,,,,NO,,,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,HEAVY RAINS/FLOODS,,OTHER,,,"WINTER RAINS SATURATED LOCAL SOILS, RESULTING IN SUBSIDENCE.  AS RAIN CONTINUED, A TRAFFIC SIGNAL POLE AND A PORTION OF THE SIDEWALK FELL INTO THE EXPANDING SINKHOLE.  THE COLLAPSE RUPTURED THE 4"" DISTRIBUTION GAS MAIN.",NO,,,,,,,,
3/14/2016,2016,2/16/2016 19:28,40.48225405,-106.8241032,,,,,,,,2/16/2016 21:15,NATURAL GAS,30,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,1,2/16/2016 19:28,,,,2/16/2016 20:08,NO,PRIVATE PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,INVESTOR OWNED,,OUTSIDE METER/REGULATOR SET,,UNKNOWN,,,,,,,,,STEEL,,OTHER,UNKNOWN,UNKNOWN,,,,,,MECHANICAL PUNCTURE,1,1,,,,,,,,CLASS 3 LOCATION,435000,5000,5000,0,,,300,,445300,0,0,1,,,,,40,40,60,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM PUBLIC,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,,,,,SNOW FALLING FROM ADJACENT ROOF ONTO METER,NO,,,,,,,,
2/22/2016,2016,1/24/2016 2:25,60.576341,-151.320649,,,,,,,,1/24/2016 8:00,NATURAL GAS,406,,NO,,,,,,0,NO,,,,,,0,YES,,,,YES,80,1/24/2016 2:25,,,,1/24/2016 2:38,NO,PUBLIC PROPERTY,UNDERGROUND,UNDER SOIL,,96,,NO,,,,,,,INVESTOR OWNED,,MAIN,,1969,,,,,,1.25,UNKNOWN,UNKNOWN,STEEL,,OTHER,UNKNOWN,0.14,,,,,,LEAK,,,OTHER,WELD JOINT,,,,,,CLASS 3 LOCATION,550000,25000,100000,0,,,2749,,677749,0,0,24,,,,,55,55,60,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,"EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS","EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS",EARTHQUAKE,,,,,NO,,,,,,,,
10-08-2015,2015,09-08-2015 12:32,43.147486,-83.881753,,,,,,,,09-08-2015 13:26,NATURAL GAS,17.26,,NO,,,,,,0,NO,,,,,,0,YES,,,,YES,0,09-08-2015 12:32,,,,09-08-2015 12:32,NO,PRIVATE PROPERTY,UNDERGROUND,UNDER SOIL,,30,,NO,,,,,,,PRIVATELY OWNED,,SERVICE,,1991,,,,,,0.625,ASTM D2513,PERFORMANCE PIPE,PLASTIC,,,,,POLYETHYLENE (PE),11,,,2406,LEAK,,,PINHOLE,,,,,,,CLASS 3 LOCATION,185000,11403,1437,0,,,128,,197968,0,0,2,,,,,58,58,60,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM PUBLIC,,,,,,YES,10,0,NO,NATURAL FORCE DAMAGE,LIGHTNING,LIGHTNING,,,DIRECT HIT,,,NO,,,,,,,,
8/24/2015,2015,7/24/2015 6:29,44.722822,-93.1410609,,,,,,,,7/24/2015 12:57,NATURAL GAS,0.25,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,20,7/24/2015 6:45,,,,7/24/2015 6:55,NO,PRIVATE PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,INVESTOR OWNED,,OUTSIDE METER/REGULATOR SET,,1986,,,,,,,,,STEEL,,OTHER,UNKNOWN,UNKNOWN,,,,,,LEAK,,,OTHER,LIGHTNING STRIKE,,,,,,CLASS 3 LOCATION,132000,1500,2480,0,NONE,,150,,136130,0,0,4,,,,,60,60,60,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM PUBLIC,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,LIGHTNING,LIGHTNING,,,DIRECT HIT,,",,",YES,,,,YES,THUNDERSTORM,,,
8/17/2015,2015,7/18/2015 1:30,44.844427,-93.387056,,,,,,,,7/22/2015 15:08,NATURAL GAS,5,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,1,7/18/2015 1:30,,,,7/18/2015 2:20,NO,PRIVATE PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,PRIVATELY OWNED,,SERVICE RISER,,1977,,,,,,,,,COPPER,,,,,,,,,,LEAK,,,PINHOLE,,,,,,,CLASS 3 LOCATION,604000,800,2000,700,LEAK DETECTION EXPENSES,,0,,607500,0,0,1,,,,,50,50,55,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM PUBLIC,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,LIGHTNING,LIGHTNING,,,DIRECT HIT,,,NO,,,,,,,,
07-01-2015,2015,06-03-2015 04:30,40.744034,-96.648896,,,,,,,,06-03-2015 09:23,NATURAL GAS,16,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,4,06-03-2015 05:03,,,,06-03-2015 05:44,NO,PRIVATE PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,INVESTOR OWNED,,OUTSIDE METER/REGULATOR SET,,1992,,,,,,,,,UNKNOWN,,,,,,,,,,LEAK,,,PINHOLE,,,,,,,CLASS 3 LOCATION,250000,1300,250,0,,,85,,251635,0,0,1,,,,,50,50,66,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,LIGHTNING,LIGHTNING,,,DIRECT HIT,,,NO,,,,,,,,
6/26/2015,2015,5/28/2015 2:34,34.803601,-92.368787,,,,,,,,5/29/2015 11:40,NATURAL GAS,10,,NO,,,,,,0,NO,,,,,,0,NO,,,,NO,0,5/28/2015 2:34,,,,5/28/2015 3:36,NO,PUBLIC PROPERTY,ABOVEGROUND,OVERHEAD CROSSING,,,,YES,YES,UNCASED,,,,,OTHER,PUBLICLY TRADED LDC,MAIN,,1975,,,,,,10,GRADE B,REPUBLIC,STEEL,,OTHER,UNKNOWN,0.344,,,,,,OTHER,,,,,,,,,LEAK DEVELOPED DUE TO OUTSIDE STRESS CAUSED BY FLOODING / BANK EROSION.,CLASS 2 LOCATION,0,0,0,0,UNABLE TO ACCESS DAMAGE,,0,,0,0,0,0,,,,,200,200,280,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM PUBLIC,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,HEAVY RAINS/FLOODS,,WASHOUTS/SCOURING,,,",,",YES,,,,YES,HEAVY RAINS CAUSING FLOODING AND EXTREME FLOW RATES ON THE ARKANSAS RIVER,,,
4/13/2015,2015,04-10-2015 03:03,34.829886,-87.689174,,,,,,,,04-10-2015 05:01,,1.2,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,3,04-10-2015 03:20,,,,04-10-2015 03:35,NO,PRIVATE PROPERTY,TRANSITION AREA,SOIL/AIR INTERFACE,,,,NO,,,,,,,MUNICIPALLY OWNED,,SERVICE RISER,,1959,,,,,,,,,STEEL,,OTHER,UNKNOWN,UNKNOWN,,,,,,LEAK,,,PINHOLE,,,,,,,CLASS 3 LOCATION,100000,200,500,200,ADDITIONAL LEAK SURVEY,,5,,100905,0,0,17,,,,,21,21,26,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,LIGHTNING,LIGHTNING,,,DIRECT HIT,,,YES,,,,YES,SEVERE THUNDERSTORM,,,
3/30/2015,2015,03-09-2015 16:24,42.6012386,-71.185445,,,,,,,,03-09-2015 20:00,NATURAL GAS,21.3,,NO,,,,,,0,NO,,,,,,0,YES,,,,NO,1,03-09-2015 16:46,,,,03-09-2015 16:46,NO,PRIVATE PROPERTY,ABOVEGROUND,"TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE (E.G. VALUE OR REGULATOR STATION, OUTDOOR METER SET)",,,,NO,,,,,,,OTHER,UTILITY,OUTSIDE METER/REGULATOR SET,,2011,,,,,,,,,UNKNOWN,,,,,,,,,,LEAK,,,OTHER,REGULATOR BROKEN AT METER,,,,,,CLASS 3 LOCATION,425000,1000,3500,0,,,118,,429618,0,0,1,,,,,55.66,55.66,60,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROZEN COMPONENTS,",,",YES,,,,YES,SNOW / ICE FALLING OFF ROOF,,,
04-04-2015,2015,03-05-2015 08:42,42.331424,-83.14834,,,,,,,,03-05-2015 14:37,NATURAL GAS,1,,YES,0,0,0,0,1,1,YES,0,0,0,0,1,1,YES,,,,YES,11,03-05-2015 08:42,,,,03-05-2015 09:29,NO,PRIVATE PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,,,NO,,,,,,,PRIVATELY OWNED,,MAIN,,1923,,,,,,6,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,10000,13320,47679,150,MATERIALS,,10,,71159,0,0,3,,,,,2,2,2,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM PUBLIC,,,,,,YES,1,0,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROST HEAVE,,NO,,,,,,,,
3/23/2015,2015,2/22/2015 13:51,42.845262,-71.392025,,,,,,,,2/22/2015 17:30,NATURAL GAS,23.11,,NO,,,,,,0,NO,,,,,,0,YES,,,,YES,5,2/22/2015 13:49,,,,2/22/2015 14:22,NO,PRIVATE PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,,,NO,,,,,,,OTHER,UTILITY,MAIN,,1929,,,,,,6,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,LEAK,,,CRACK,,,,,,,CLASS 3 LOCATION,50000,1000,7000,0,,,140,,58140,0,0,1,,,,,0.34,0.34,0.5,,,PRESSURE DID NOT EXCEED MAOP,,,,YES,YES,YES,NO,NO,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROST HEAVE,,YES,,,,YES,PIPE WAS IN FROZEN GROUND.,,,
2/20/2015,2015,2/16/2015 1:50,40.072335,-75.19776,,,,,,,,2/16/2015 5:52,NATURAL GAS,4,,NO,,,,,,0,NO,,,,,,0,YES,,,,YES,10,2/16/2015 5:10,,,,2/16/2015 2:17,NO,UTILITY RIGHT-OF-WAY / EASEMENT,UNDERGROUND,UNDER PAVEMENT,,30,,NO,,,,,,,MUNICIPALLY OWNED,,MAIN,,1906,,,,,,6,UNKNOWN,UNKNOWN,CAST/WROUGHT IRON,,,,,,,,,,LEAK,,,CRACK,,,,,,,CLASS 4 LOCATION,279800,1000,5000,0,,,16,,285816,0,0,1,,,,,0.25,0.25,0.5,,,PRESSURE DID NOT EXCEED MAOP,,,,NO,,,,,NOTIFICATION FROM EMERGENCY RESPONDER,,,,,,NO,,,NO,NATURAL FORCE DAMAGE,TEMPERATURE,TEMPERATURE,,,,FROST HEAVE,,NO,,,,,,,,
